O*NET-SOC Code,risacLetters,ProblemSolving_LV,CriticalThinking_LV,ProblemSolving_Score100,CriticalThinking_Score100,ProblemSolving_ReqLevel,CriticalThinking_ReqLevel,BigFive_Openness_Proxy100,BigFive_Conscientiousness_Proxy100,BigFive_Extraversion_Proxy100,BigFive_Agreeableness_Proxy100,BigFive_EmotionalStability_Proxy100
17-3029.08,RC,3.25,3.62,46.42857142857143,51.71428571428572,Mid,Mid,55.75,75.70000000000002,35.87499999999999,48.91666666666667,57.99999999999999
17-3031.00,RC,3.12,3.25,44.57142857142857,46.42857142857143,Mid,Mid,62.583333333333336,76.05,50.5,57.83333333333335,62.0
19-1011.00,IR,4.12,4.25,58.85714285714286,60.71428571428571,Mid,Mid,73.5,82.39999999999998,53.87500000000001,56.166666666666664,65.25
19-1012.00,IR,3.88,4.25,55.42857142857143,60.71428571428571,Mid,Mid,71.66666666666667,79.80000000000001,53.37499999999999,59.50000000000001,62.0
19-1013.00,IR,4.25,4.38,60.71428571428571,62.57142857142857,Mid,Mid,71.33333333333334,81.39999999999998,58.375,60.75000000000001,60.75000000000001
19-1021.00,IR,4.25,5.12,60.71428571428571,73.14285714285714,Mid,Advanced,81.25,93.74999999999997,53.125,56.25,78.75000000000001
19-1022.00,IR,4.0,4.62,57.14285714285714,66.0,Mid,Mid,68.16666666666666,84.35000000000001,52.25,61.416666666666664,76.25
19-1023.00,IR,3.88,4.0,55.42857142857143,57.14285714285714,Mid,Mid,73.99999999999999,81.0,58.875000000000014,64.66666666666669,71.25
19-1029.01,IC,4.25,4.38,60.71428571428571,62.57142857142857,Mid,Mid,83.24999999999999,87.14999999999999,56.49999999999999,56.00000000000001,55.75
19-1029.02,IR,4.12,4.88,58.85714285714286,69.71428571428572,Mid,Mid,72.58333333333334,87.14999999999999,53.0,61.83333333333333,79.75000000000001
19-1029.03,IC,4.0,4.38,57.14285714285714,62.57142857142857,Mid,Mid,71.0,88.00000000000001,49.5,56.00000000000001,65.0
19-1029.04,IC,4.25,4.5,60.71428571428571,64.28571428571429,Mid,Mid,64.33333333333331,77.34999999999998,62.375,67.58333333333333,74.5
19-1031.00,IR,3.75,3.75,53.57142857142857,53.57142857142857,Mid,Mid,66.33333333333334,77.75000000000001,54.37499999999999,61.916666666666664,60.75000000000001
19-1031.02,RI,4.12,4.0,58.85714285714286,57.14285714285714,Mid,Mid,75.41666666666667,75.4,60.00000000000001,63.33333333333334,69.75
19-1031.03,SI,3.25,3.88,46.42857142857143,55.42857142857143,Mid,Mid,64.08333333333333,71.8,72.25,81.91666666666669,76.49999999999999
19-1032.00,RI,4.12,4.0,58.85714285714286,57.14285714285714,Mid,Mid,66.66666666666666,75.0,58.62499999999999,68.16666666666666,62.25000000000001
19-1041.00,IS,4.5,4.62,64.28571428571429,66.0,Mid,Mid,75.0,84.2,63.25000000000001,65.33333333333333,64.0
19-1042.00,IR,4.62,4.75,66.0,67.85714285714286,Mid,Mid,76.83333333333336,79.45,68.75,69.5,70.75
19-2011.00,IR,4.0,4.12,57.14285714285714,58.85714285714286,Mid,Mid,78.33333333333331,83.50000000000001,48.375,54.41666666666668,58.75
19-2012.00,IR,4.88,4.88,69.71428571428572,69.71428571428572,Mid,Mid,75.33333333333331,79.4,47.5,46.08333333333333,61.5
19-2021.00,IR,4.0,4.12,57.14285714285714,58.85714285714286,Mid,Mid,69.16666666666667,80.75000000000001,51.87500000000001,58.333333333333336,75.0
19-2031.00,IR,4.12,4.25,58.85714285714286,60.71428571428571,Mid,Mid,72.66666666666666,80.45000000000002,60.75000000000001,62.58333333333334,74.5
19-2032.00,IR,4.12,4.25,58.85714285714286,60.71428571428571,Mid,Mid,69.91666666666667,79.05,44.625,49.16666666666667,60.75000000000001
19-2041.00,IR,4.0,4.25,57.14285714285714,60.71428571428571,Mid,Mid,64.91666666666666,79.19999999999999,58.74999999999999,66.16666666666666,71.25
19-2041.01,IE,4.12,4.0,58.85714285714286,57.14285714285714,Mid,Mid,65.08333333333334,79.3,58.75,61.24999999999999,66.25
19-2041.02,IR,4.0,4.12,57.14285714285714,58.85714285714286,Mid,Mid,68.91666666666666,75.05000000000001,56.875,64.0,69.25
19-2041.03,IR,4.0,4.25,57.14285714285714,60.71428571428571,Mid,Mid,67.75000000000001,75.85000000000002,45.62500000000001,48.583333333333336,53.25
19-2042.00,IR,4.12,4.25,58.85714285714286,60.71428571428571,Mid,Mid,72.91666666666666,82.4,49.375,59.16666666666668,68.0
19-2043.00,IR,4.12,4.5,58.85714285714286,64.28571428571429,Mid,Mid,65.25,80.65,49.375,56.166666666666664,62.0
19-2099.01,IR,4.12,4.38,58.85714285714286,62.57142857142857,Mid,Mid,71.66666666666667,80.60000000000001,44.50000000000001,54.0,59.0
19-3011.00,IC,4.12,4.75,58.85714285714286,67.85714285714286,Mid,Mid,69.75000000000001,80.45,46.25,48.91666666666667,68.75
19-3011.01,IE,3.88,4.25,55.42857142857143,60.71428571428571,Mid,Mid,70.33333333333334,77.05,35.5,40.75000000000001,51.74999999999999
19-3022.00,IC,3.75,4.25,53.57142857142857,60.71428571428571,Mid,Mid,65.58333333333334,85.19999999999999,62.5,63.083333333333336,70.75
19-3032.00,IE,4.12,4.5,58.85714285714286,64.28571428571429,Mid,Mid,75.08333333333333,85.9,66.375,68.25,73.0
19-3033.00,SI,3.75,4.38,53.57142857142857,62.57142857142857,Mid,Mid,68.66666666666667,85.19999999999999,70.0,88.33333333333336,93.0
19-3034.00,SI,4.0,4.12,57.14285714285714,58.85714285714286,Mid,Mid,78.33333333333334,91.19999999999999,84.625,90.66666666666666,88.99999999999999
19-3039.02,IS,4.62,4.62,66.0,66.0,Mid,Mid,69.66666666666667,88.99999999999999,64.0,83.33333333333333,82.0
19-3039.03,IS,4.12,4.38,58.85714285714286,62.57142857142857,Mid,Mid,68.33333333333333,90.99999999999999,65.125,84.08333333333333,83.25
19-3041.00,IS,3.88,4.38,55.42857142857143,62.57142857142857,Mid,Mid,77.58333333333334,82.25000000000003,68.75,71.08333333333334,75.0
19-3051.00,IE,4.12,4.25,58.85714285714286,60.71428571428571,Mid,Mid,67.33333333333333,84.2,73.5,79.66666666666666,81.0
19-3091.00,IR,3.88,4.75,55.42857142857143,67.85714285714286,Mid,Mid,75.41666666666667,85.5,60.62499999999999,75.0,73.75
19-3092.00,IR,3.62,4.0,51.71428571428572,57.14285714285714,Mid,Mid,70.83333333333334,78.79999999999998,52.0,59.166666666666664,60.0
19-3093.00,IC,3.12,4.12,44.57142857142857,58.85714285714286,Mid,Mid,68.5,71.8,68.125,79.08333333333333,54.50000000000001
19-3094.00,IA,3.75,4.75,53.57142857142857,67.85714285714286,Mid,Mid,72.16666666666667,82.60000000000001,48.0,49.66666666666666,68.25
19-3099.01,IC,4.12,4.25,58.85714285714286,60.71428571428571,Mid,Mid,65.0,77.54999999999998,60.00000000000001,67.91666666666667,60.0
19-4012.00,RI,3.0,3.5,42.85714285714285,50.0,Mid,Mid,67.83333333333333,76.89999999999999,54.75,63.33333333333333,64.75
19-4012.01,RI,3.25,3.62,46.42857142857143,51.71428571428572,Mid,Mid,70.33333333333333,80.2,54.50000000000001,60.5,72.75
19-4013.00,RC,3.0,3.38,42.85714285714285,48.285714285714285,Mid,Mid,72.66666666666667,74.25,53.625,55.58333333333333,67.75
19-4021.00,RI,3.5,4.0,50.0,57.14285714285714,Mid,Mid,75.50000000000001,80.59999999999998,55.87500000000001,66.91666666666666,73.75
19-4031.00,IR,3.12,4.12,44.57142857142857,58.85714285714286,Mid,Mid,66.41666666666667,74.75,42.99999999999999,51.83333333333334,65.25
19-4042.00,IR,3.5,3.75,50.0,53.57142857142857,Mid,Mid,61.0,77.30000000000001,47.75,56.08333333333334,69.25
19-4043.00,RC,3.25,3.25,46.42857142857143,46.42857142857143,Mid,Mid,67.16666666666667,76.25,48.25000000000001,50.583333333333336,59.5
19-4044.00,RC,0.0,0.0,0.0,0.0,Low,Low,50.0,50.0,50.0,50.0,50.0
19-4051.00,RC,3.12,3.38,44.57142857142857,48.285714285714285,Mid,Mid,54.166666666666664,79.35000000000001,51.49999999999999,60.16666666666666,77.49999999999999
19-4051.02,RC,3.12,4.0,44.57142857142857,57.14285714285714,Mid,Mid,58.333333333333336,76.6,53.125,58.58333333333334,72.25
19-4061.00,IC,3.12,3.88,44.57142857142857,55.42857142857143,Mid,Mid,73.99999999999999,86.7,54.49999999999999,70.58333333333331,71.25
19-4071.00,RC,3.0,3.38,42.85714285714285,48.285714285714285,Mid,Mid,72.75,78.94999999999999,66.125,72.08333333333331,66.25
19-4092.00,IC,3.62,4.12,51.71428571428572,58.85714285714286,Mid,Mid,61.41666666666667,77.34999999999998,31.75,49.916666666666664,57.99999999999999
19-4099.01,CI,3.25,3.62,46.42857142857143,51.71428571428572,Mid,Mid,69.5,83.05,59.875,66.33333333333334,75.0
19-4099.03,RC,3.38,3.88,48.285714285714285,55.42857142857143,Mid,Mid,70.33333333333333,77.95,51.0,57.250000000000014,67.0
19-5011.00,IC,3.62,4.0,51.71428571428572,57.14285714285714,Mid,Mid,64.83333333333333,82.35,60.375,71.74999999999999,74.0
19-5012.00,RC,3.25,4.0,46.42857142857143,57.14285714285714,Mid,Mid,63.49999999999999,81.45,66.125,72.25,77.49999999999999
21-1011.00,SI,3.5,4.12,50.0,58.85714285714286,Mid,Mid,77.25,89.95,83.87500000000001,93.16666666666666,93.25000000000001
21-1012.00,SE,3.75,4.0,53.57142857142857,57.14285714285714,Mid,Mid,67.5,77.70000000000002,75.49999999999999,90.5,78.0
21-1013.00,SI,4.12,4.25,58.85714285714286,60.71428571428571,Mid,Mid,75.0,83.25,73.0,89.16666666666666,91.5
21-1014.00,SI,3.75,4.5,53.57142857142857,64.28571428571429,Mid,Mid,73.41666666666667,81.99999999999999,78.62499999999999,89.66666666666667,93.0
21-1015.00,S,3.62,3.88,51.71428571428572,55.42857142857143,Mid,Mid,79.66666666666666,84.7,76.875,84.58333333333334,81.0
21-1021.00,S,3.5,4.25,50.0,60.71428571428571,Mid,Mid,70.75,78.14999999999999,71.0,80.58333333333334,82.74999999999999
21-1022.00,SI,3.88,4.0,55.42857142857143,57.14285714285714,Mid,Mid,77.16666666666667,85.7,80.125,92.58333333333333,93.5
21-1023.00,SI,4.0,4.0,57.14285714285714,57.14285714285714,Mid,Mid,74.58333333333334,81.89999999999999,79.875,89.08333333333334,88.99999999999999
21-1091.00,SI,3.0,4.0,42.85714285714285,57.14285714285714,Mid,Mid,82.33333333333333,85.94999999999999,70.875,80.41666666666664,75.0
21-1092.00,SC,3.38,4.0,48.285714285714285,57.14285714285714,Mid,Mid,70.33333333333333,81.89999999999999,69.375,74.58333333333334,87.75
21-1093.00,SC,3.12,4.0,44.57142857142857,57.14285714285714,Mid,Mid,75.50000000000001,80.80000000000001,73.75,85.83333333333334,87.00000000000001
21-1094.00,S,3.5,3.75,50.0,53.57142857142857,Mid,Mid,86.25,82.79999999999998,83.74999999999999,86.91666666666666,82.0
21-2011.00,SE,3.62,3.88,51.71428571428572,55.42857142857143,Mid,Mid,73.0,87.05000000000003,91.5,91.33333333333333,83.74999999999999
21-2021.00,SE,3.75,4.0,53.57142857142857,57.14285714285714,Mid,Mid,73.5,82.0,86.625,85.16666666666666,84.25
23-1011.00,EC,4.25,5.0,60.71428571428571,71.42857142857143,Mid,Advanced,68.16666666666666,91.14999999999999,66.25,72.75,89.99999999999999
23-1012.00,CE,3.62,4.62,51.71428571428572,66.0,Mid,Mid,66.16666666666667,85.65,35.0,47.083333333333336,68.75
23-1021.00,CE,4.0,5.12,57.14285714285714,73.14285714285714,Mid,Advanced,72.83333333333334,85.80000000000001,63.12500000000001,73.75000000000001,88.75
23-1022.00,EC,3.75,4.75,53.57142857142857,67.85714285714286,Mid,Mid,77.16666666666667,87.3,54.37499999999999,62.08333333333332,82.5
23-1023.00,EC,5.0,5.75,71.42857142857143,82.14285714285714,Advanced,Advanced,76.0,91.85000000000001,76.875,75.91666666666667,98.0
23-2011.00,CI,3.0,3.62,42.85714285714285,51.71428571428572,Mid,Mid,61.08333333333332,85.7,50.24999999999999,65.66666666666667,82.74999999999999
23-2093.00,CE,3.0,3.62,42.85714285714285,51.71428571428572,Mid,Mid,60.83333333333333,75.64999999999999,43.75,59.66666666666667,71.75
25-1011.00,SI,3.75,4.38,53.57142857142857,62.57142857142857,Mid,Mid,85.5,89.95000000000002,74.62500000000001,76.33333333333334,82.5
25-1021.00,SI,4.0,4.5,57.14285714285714,64.28571428571429,Mid,Mid,83.0,87.39999999999999,77.25,78.08333333333333,77.25
25-1022.00,SI,3.62,4.12,51.71428571428572,58.85714285714286,Mid,Mid,75.58333333333334,80.99999999999999,66.125,72.58333333333334,68.25
25-1031.00,SI,4.25,4.38,60.71428571428571,62.57142857142857,Mid,Mid,80.91666666666666,86.1,74.37499999999999,75.66666666666666,77.75000000000001
25-1032.00,SI,3.38,4.12,48.285714285714285,58.85714285714286,Mid,Mid,84.83333333333334,85.75000000000001,74.62500000000001,75.0,78.25
25-1041.00,SI,3.88,4.12,55.42857142857143,58.85714285714286,Mid,Mid,86.58333333333334,86.4,87.62500000000001,86.00000000000001,83.5
25-1042.00,SI,3.75,4.12,53.57142857142857,58.85714285714286,Mid,Mid,84.5,89.05000000000001,63.74999999999999,68.75,80.25
25-1043.00,SI,4.0,4.25,57.14285714285714,60.71428571428571,Mid,Mid,81.25,91.99999999999997,75.75,71.91666666666667,89.99999999999999
25-1051.00,SI,3.88,4.25,55.42857142857143,60.71428571428571,Mid,Mid,76.49999999999999,82.65,63.74999999999999,66.0,74.75
25-1052.00,IS,4.0,4.0,57.14285714285714,57.14285714285714,Mid,Mid,80.74999999999999,84.25,58.12500000000001,63.33333333333334,74.25
25-1053.00,SI,3.88,4.25,55.42857142857143,60.71428571428571,Mid,Mid,81.58333333333331,85.94999999999999,69.875,72.16666666666667,75.75
25-1054.00,SI,4.0,4.88,57.14285714285714,69.71428571428572,Mid,Mid,72.91666666666666,81.5,62.74999999999999,68.33333333333334,70.5
25-1061.00,SI,3.88,4.25,55.42857142857143,60.71428571428571,Mid,Mid,82.41666666666667,91.44999999999999,74.875,79.33333333333333,89.75
25-1062.00,SI,3.62,4.12,51.71428571428572,58.85714285714286,Mid,Mid,79.83333333333333,86.3,71.375,76.33333333333334,77.75000000000001
25-1063.00,SI,3.62,4.12,51.71428571428572,58.85714285714286,Mid,Mid,69.0,82.14999999999999,53.25,60.583333333333336,62.74999999999999
25-1064.00,SI,3.75,4.0,53.57142857142857,57.14285714285714,Mid,Mid,78.33333333333331,86.75000000000001,59.74999999999999,65.25,64.5
25-1065.00,SI,4.0,4.12,57.14285714285714,58.85714285714286,Mid,Mid,84.08333333333333,84.2,58.12500000000001,63.24999999999999,88.25
25-1066.00,SI,3.88,4.25,55.42857142857143,60.71428571428571,Mid,Mid,85.41666666666667,93.24999999999999,82.625,82.91666666666666,84.00000000000001
25-1067.00,SI,3.75,4.12,53.57142857142857,58.85714285714286,Mid,Mid,76.16666666666667,88.14999999999999,70.75,67.08333333333334,80.5
25-1071.00,SI,4.0,4.12,57.14285714285714,58.85714285714286,Mid,Mid,72.08333333333333,83.94999999999999,77.37500000000001,79.58333333333331,79.5
25-1072.00,SI,4.0,4.25,57.14285714285714,60.71428571428571,Mid,Mid,83.83333333333334,90.44999999999999,79.875,82.25,84.74999999999999
25-1081.00,SI,4.0,4.0,57.14285714285714,57.14285714285714,Mid,Mid,72.58333333333333,86.00000000000001,68.37500000000001,71.83333333333333,65.75
25-1082.00,SI,3.75,4.12,53.57142857142857,58.85714285714286,Mid,Mid,82.5,85.45,73.50000000000001,76.16666666666664,77.25
25-1111.00,SI,3.75,4.12,53.57142857142857,58.85714285714286,Mid,Mid,75.75,82.80000000000001,70.125,72.91666666666666,81.74999999999999
25-1112.00,SI,3.75,4.88,53.57142857142857,69.71428571428572,Mid,Mid,76.83333333333333,89.14999999999999,68.75,70.33333333333333,78.0
25-1113.00,SI,3.88,4.25,55.42857142857143,60.71428571428571,Mid,Mid,84.74999999999999,88.05000000000001,79.0,83.58333333333334,87.25
25-1121.00,SA,3.38,3.88,48.285714285714285,55.42857142857143,Mid,Mid,79.58333333333334,84.55,77.0,80.33333333333333,77.75000000000001
25-1122.00,SI,3.5,4.12,50.0,58.85714285714286,Mid,Mid,90.41666666666669,89.80000000000001,81.375,81.25,79.5
25-1123.00,SI,3.5,4.0,50.0,57.14285714285714,Mid,Mid,74.91666666666666,83.64999999999998,76.50000000000001,84.33333333333334,80.75000000000001
25-1124.00,SI,3.62,3.88,51.71428571428572,55.42857142857143,Mid,Mid,75.66666666666666,82.25,66.875,73.33333333333334,83.74999999999999
25-1125.00,SI,3.75,3.88,53.57142857142857,55.42857142857143,Mid,Mid,81.74999999999999,85.99999999999999,72.0,77.49999999999999,76.25
25-1126.00,SI,3.75,4.25,53.57142857142857,60.71428571428571,Mid,Mid,72.66666666666666,85.6,66.375,71.5,68.0
25-1192.00,SI,3.25,4.0,46.42857142857143,57.14285714285714,Mid,Mid,79.41666666666667,86.45,79.0,82.74999999999999,80.25
25-1193.00,SI,3.38,4.0,48.285714285714285,57.14285714285714,Mid,Mid,75.41666666666667,86.35,78.25,79.16666666666667,81.5
25-1194.00,SI,3.12,3.75,44.57142857142857,53.57142857142857,Mid,Mid,80.99999999999999,86.7,79.875,81.16666666666667,78.49999999999999
25-2011.00,SA,3.0,3.12,42.85714285714285,44.57142857142857,Mid,Mid,83.75000000000001,81.0,81.62500000000001,87.33333333333333,87.75
25-2012.00,SA,3.12,3.75,44.57142857142857,53.57142857142857,Mid,Mid,85.33333333333333,91.55,85.99999999999999,89.33333333333333,89.75
25-2021.00,SA,3.12,3.88,44.57142857142857,55.42857142857143,Mid,Mid,87.58333333333333,92.39999999999999,86.24999999999999,88.75,88.75
25-2022.00,SA,3.25,3.88,46.42857142857143,55.42857142857143,Mid,Mid,76.08333333333334,84.25,85.75,90.99999999999999,88.25
25-2023.00,S,3.0,3.88,42.85714285714285,55.42857142857143,Mid,Mid,80.5,84.65,78.25,84.66666666666667,82.5
25-2031.00,S,3.5,3.88,50.0,55.42857142857143,Mid,Mid,80.5,85.85000000000001,81.125,86.99999999999999,87.25
25-2032.00,S,3.38,3.88,48.285714285714285,55.42857142857143,Mid,Mid,81.16666666666667,87.99999999999999,82.25,82.74999999999999,87.5
25-2051.00,SA,3.38,3.88,48.285714285714285,55.42857142857143,Mid,Mid,85.91666666666666,89.75,82.125,88.99999999999999,87.25
25-2055.00,S,0.0,0.0,0.0,0.0,Low,Low,50.0,50.0,50.0,50.0,50.0
25-2056.00,SI,0.0,0.0,0.0,0.0,Low,Low,50.0,50.0,50.0,50.0,50.0
25-2057.00,SI,3.12,3.88,44.57142857142857,55.42857142857143,Mid,Mid,84.91666666666666,92.65,89.62500000000003,94.75,93.5
25-2058.00,SI,3.25,4.0,46.42857142857143,57.14285714285714,Mid,Mid,77.83333333333333,87.9,82.87499999999999,88.08333333333334,92.0
25-2059.01,SR,3.38,3.88,48.285714285714285,55.42857142857143,Mid,Mid,84.5,83.35000000000001,79.74999999999999,85.75,77.49999999999999
25-3011.00,S,3.0,3.5,42.85714285714285,50.0,Mid,Mid,77.50000000000001,78.2,71.125,78.66666666666669,73.25
25-3021.00,SA,2.88,3.12,41.14285714285714,44.57142857142857,Low,Mid,78.41666666666667,81.85,81.0,85.25,75.75
25-3031.00,SC,0.0,0.0,0.0,0.0,Low,Low,50.0,50.0,50.0,50.0,50.0
25-3041.00,S,3.12,3.75,44.57142857142857,53.57142857142857,Mid,Mid,75.33333333333334,83.0,81.74999999999999,90.5,75.0
25-4011.00,CI,3.12,3.88,44.57142857142857,55.42857142857143,Mid,Mid,60.25,78.55000000000001,51.625,64.58333333333334,55.75
25-4012.00,CE,3.62,4.38,51.71428571428572,62.57142857142857,Mid,Mid,77.08333333333333,84.60000000000001,68.375,65.91666666666667,73.0
25-4013.00,RC,3.0,3.38,42.85714285714285,48.285714285714285,Mid,Mid,73.58333333333333,80.25,53.87500000000001,60.91666666666667,63.5
25-4022.00,CS,2.62,3.75,37.42857142857143,53.57142857142857,Low,Mid,81.08333333333333,83.1,72.75,81.75000000000001,73.5
25-4031.00,CS,2.0,3.25,28.57142857142857,46.42857142857143,Low,Mid,72.16666666666667,79.44999999999997,59.875,77.58333333333334,77.75000000000001
25-9021.00,SI,4.0,3.88,57.14285714285714,55.42857142857143,Mid,Mid,75.33333333333331,78.49999999999997,69.875,75.0,68.5
25-9031.00,SE,3.88,4.12,55.42857142857143,58.85714285714286,Mid,Mid,84.5,84.05,79.62500000000001,79.58333333333334,80.75000000000001
25-9042.00,SC,3.0,3.0,42.85714285714285,42.85714285714285,Mid,Mid,72.91666666666666,73.75,68.12500000000001,82.41666666666667,85.00000000000001
25-9043.00,SC,0.0,0.0,0.0,0.0,Low,Low,50.0,50.0,50.0,50.0,50.0
25-9044.00,SC,3.12,3.38,44.57142857142857,48.285714285714285,Mid,Mid,72.58333333333333,80.69999999999999,72.625,74.16666666666666,75.0
27-1011.00,AE,3.75,4.0,53.57142857142857,57.14285714285714,Mid,Mid,80.33333333333333,84.80000000000001,70.625,72.00000000000001,81.74999999999999
27-1012.00,AR,2.88,3.12,41.14285714285714,44.57142857142857,Low,Mid,77.0,80.0,31.499999999999993,41.333333333333336,57.99999999999999
27-1013.00,AR,2.88,3.25,41.14285714285714,46.42857142857143,Low,Mid,76.25,85.05,50.625,64.83333333333334,79.5
27-1014.00,AR,3.25,3.75,46.42857142857143,53.57142857142857,Mid,Mid,66.75,79.65,62.74999999999999,63.16666666666667,74.75
27-1021.00,AR,3.88,4.0,55.42857142857143,57.14285714285714,Mid,Mid,70.5,78.04999999999997,54.49999999999999,61.16666666666667,61.25000000000001
27-1022.00,AR,3.25,4.0,46.42857142857143,57.14285714285714,Mid,Mid,74.66666666666667,76.85,62.375,66.75,73.0
27-1023.00,RA,2.62,3.38,37.42857142857143,48.285714285714285,Low,Mid,71.08333333333333,75.2,58.00000000000001,71.33333333333334,63.0
27-1024.00,A,3.12,3.88,44.57142857142857,55.42857142857143,Mid,Mid,84.16666666666669,84.24999999999999,61.25000000000001,70.41666666666666,80.0
27-1025.00,AR,3.75,4.0,53.57142857142857,57.14285714285714,Mid,Mid,73.75,82.39999999999998,65.99999999999999,70.33333333333333,74.0
27-1026.00,AR,2.88,3.38,41.14285714285714,48.285714285714285,Low,Mid,75.58333333333334,77.30000000000001,60.375,64.16666666666667,74.25
27-1027.00,A,3.88,3.75,55.42857142857143,53.57142857142857,Mid,Mid,88.5,85.69999999999997,70.875,75.0,87.99999999999999
27-2011.00,AS,2.62,3.0,37.42857142857143,42.85714285714285,Low,Mid,81.16666666666667,86.64999999999998,81.375,91.24999999999999,90.75
27-2012.00,AE,3.5,4.12,50.0,58.85714285714286,Mid,Mid,78.25,85.5,79.62500000000001,79.16666666666667,84.5
27-2012.03,EC,4.0,4.12,57.14285714285714,58.85714285714286,Mid,Mid,75.91666666666666,82.95000000000002,71.5,75.16666666666667,70.75
27-2012.04,EA,3.25,4.0,46.42857142857143,57.14285714285714,Mid,Mid,71.41666666666667,84.35000000000001,74.125,83.5,77.25
27-2012.05,EC,3.62,4.0,51.71428571428572,57.14285714285714,Mid,Mid,67.08333333333333,74.55000000000001,70.375,73.25,87.25
27-2021.00,RE,2.88,3.12,41.14285714285714,44.57142857142857,Low,Mid,63.66666666666667,83.55000000000001,76.50000000000001,73.99999999999999,89.75
27-2022.00,SE,3.88,4.0,55.42857142857143,57.14285714285714,Mid,Mid,70.91666666666666,81.4,81.5,80.66666666666666,79.5
27-2023.00,EC,2.75,3.5,39.285714285714285,50.0,Low,Mid,59.583333333333336,86.90000000000002,74.37499999999999,73.5,87.00000000000001
27-2031.00,AR,2.12,2.62,30.28571428571429,37.42857142857143,Low,Low,75.41666666666667,80.85,64.375,76.25,81.74999999999999
27-2032.00,AS,3.0,3.38,42.85714285714285,48.285714285714285,Mid,Mid,84.5,88.55,82.125,82.5,89.25
27-2041.00,AE,3.12,3.75,44.57142857142857,53.57142857142857,Mid,Mid,80.41666666666667,87.75,75.0,76.75,77.25
27-2042.00,AE,2.62,2.62,37.42857142857143,37.42857142857143,Low,Low,64.41666666666667,80.25,63.25000000000001,71.66666666666667,79.0
27-2091.00,AE,0.0,0.0,0.0,0.0,Low,Low,50.0,50.0,50.0,50.0,50.0
27-3011.00,AE,3.0,3.88,42.85714285714285,55.42857142857143,Mid,Mid,76.0,85.35000000000001,65.75,68.16666666666666,85.75
27-3023.00,AI,3.12,3.5,44.57142857142857,50.0,Mid,Mid,71.33333333333334,88.75,69.375,69.91666666666667,87.75
27-3031.00,EA,3.5,4.12,50.0,58.85714285714286,Mid,Mid,71.16666666666666,88.20000000000002,72.0,70.75,84.00000000000001
27-3041.00,AC,3.12,4.0,44.57142857142857,57.14285714285714,Mid,Mid,76.25,80.69999999999999,70.75,72.91666666666666,81.5
27-3042.00,CA,3.0,3.88,42.85714285714285,55.42857142857143,Mid,Mid,71.74999999999999,83.89999999999999,47.12499999999999,62.25000000000001,69.25
27-3043.00,AE,3.0,4.0,42.85714285714285,57.14285714285714,Mid,Mid,71.83333333333334,83.5,59.875,67.0,81.25
27-3043.05,AI,3.25,3.75,46.42857142857143,53.57142857142857,Mid,Mid,81.75000000000001,87.65,30.374999999999996,34.50000000000001,68.25
27-3091.00,CA,3.0,3.88,42.85714285714285,55.42857142857143,Mid,Mid,75.16666666666667,82.75000000000001,63.74999999999999,76.25,77.0
27-3092.00,C,2.0,2.75,28.57142857142857,39.285714285714285,Low,Low,83.58333333333331,92.5,60.12500000000001,69.0,90.75
27-4011.00,RC,3.0,3.75,42.85714285714285,53.57142857142857,Mid,Mid,73.5,79.2,62.74999999999999,68.75,79.0
27-4012.00,CR,3.25,3.38,46.42857142857143,48.285714285714285,Mid,Mid,66.5,72.89999999999999,52.125,62.33333333333332,73.5
27-4014.00,RA,3.25,3.62,46.42857142857143,51.71428571428572,Mid,Mid,72.66666666666666,88.24999999999999,65.625,75.66666666666666,89.5
27-4015.00,RC,0.0,0.0,0.0,0.0,Low,Low,50.0,50.0,50.0,50.0,50.0
27-4021.00,RA,3.0,3.25,42.85714285714285,46.42857142857143,Mid,Mid,72.75,84.75000000000001,68.25,79.16666666666667,73.75
27-4031.00,AR,3.12,3.5,44.57142857142857,50.0,Mid,Mid,66.41666666666666,82.75000000000001,47.50000000000001,60.74999999999999,75.75
27-4032.00,AC,3.12,3.5,44.57142857142857,50.0,Mid,Mid,91.58333333333333,93.65,79.62500000000001,82.74999999999999,98.75
29-1011.00,SR,3.62,4.12,51.71428571428572,58.85714285714286,Mid,Mid,75.75,83.1,82.375,86.08333333333333,85.5
29-1021.00,IR,4.12,4.38,58.85714285714286,62.57142857142857,Mid,Mid,66.41666666666666,82.85,69.75,73.91666666666666,79.25
29-1022.00,IR,4.38,4.75,62.57142857142857,67.85714285714286,Mid,Mid,82.16666666666666,95.04999999999998,82.375,85.08333333333333,93.5
29-1023.00,IR,4.0,4.0,57.14285714285714,57.14285714285714,Mid,Mid,84.66666666666667,91.6,83.375,86.83333333333331,88.5
29-1024.00,RI,3.88,4.0,55.42857142857143,57.14285714285714,Mid,Mid,79.66666666666666,90.65,73.375,78.25,83.5
29-1031.00,SI,4.12,4.12,58.85714285714286,58.85714285714286,Mid,Mid,65.41666666666667,78.35000000000001,68.75,80.58333333333334,65.0
29-1041.00,IS,3.88,4.25,55.42857142857143,60.71428571428571,Mid,Mid,69.5,85.45000000000003,74.37499999999999,84.16666666666669,77.49999999999999
29-1051.00,IS,3.5,4.38,50.0,62.57142857142857,Mid,Mid,65.91666666666667,82.10000000000002,73.75,82.58333333333334,90.75
